n,repetition,CPU_time_s,nodes,depth,n_solutions_tree,n_total_solutions,nodes_first_solution,depth_first_solution,q_detect_opt_W_R=n,q_detect_opt_W_R=1,q_binary_search_opt_W_R=n,q_binary_search_est_W_R=n
10,0,0,115,10,4,4,45,10,5806.883331208827,1822.500777791632,58068.833312088274,133963.4352326441,107.95606685338727
10,1,0,145,10,2,2,17,10,6523.127926108539,2048.7862432636903,65231.279261085394,195238.4880025406,150.9692952005997
10,2,0,181,10,3,3,144,10,7290.610068108908,2291.3051609745135,72906.10068108908,195238.4880025406,124.22161529271375
10,3,0,207,10,7,7,87,10,7798.204718065244,2451.720889204978,77982.04718065244,195238.4880025406,82.34390443612497
10,4,0,183,10,11,11,65,10,7330.89980257474,2304.0374698121523,73308.9980257474,195238.4880025406,67.5103807770552
10,5,0,109,10,2,2,13,10,5652.7985712683785,1773.8272308266264,56527.98571268379,133963.4352326441,150.9692952005997
10,6,0,131,10,4,4,42,10,6199.149168834242,1946.4245817500432,61991.49168834242,195238.4880025406,107.95606685338727
10,7,0,169,10,7,7,13,10,7044.049721103941,2213.3895750370507,70440.49721103942,195238.4880025406,82.34390443612497
10,8,0,195,10,7,7,12,10,7568.148975886148,2379.0144530557286,75681.48975886148,195238.4880025406,82.34390443612497
10,9,0,221,10,2,2,146,10,8058.329951662622,2533.9334238581228,80583.29951662623,195238.4880025406,150.9692952005997
10,10,0,115,10,2,2,30,10,5806.883331208827,1822.500777791632,58068.833312088274,133963.4352326441,150.9692952005997
10,11,0,155,10,2,2,28,10,6745.052985519689,2118.908792819868,67450.52985519689,195238.4880025406,150.9692952005997
10,12,0,119,10,1,1,109,10,5907.382771072715,1854.2488211269358,59073.82771072714,133963.4352326441,216.67124862880527
10,13,0,183,10,3,3,29,10,7330.89980257474,2304.0374698121523,73308.9980257474,195238.4880025406,124.22161529271375
10,14,0,163,10,5,5,14,10,6917.4856837732195,2173.395526298706,69174.8568377322,195238.4880025406,96.39500722500266
10,15,0,111,10,1,1,47,10,5704.620753818899,1790.196929524359,57046.20753818899,133963.4352326441,216.67124862880527
10,16,0,129,10,1,1,20,10,6151.478941680816,1931.363879988794,61514.78941680816,195238.4880025406,216.67124862880527
