n,repetition,CPU_time_s,nodes,depth,n_solutions_tree,n_total_solutions,nodes_first_solution,depth_first_solution,q_detect_opt_W_R=n,q_detect_opt_W_R=1,q_binary_search_opt_W_R=n,q_binary_search_est_W_R=n
10,0,0.00010700000000002374,159
10,1,0.0002489999999999992,386
10,2,0.00015400000000001524,135
10,3,0.00013499999999999623,177
10,4,0.00015799999999999148,288
10,5,0.00017000000000000348,207
10,6,0.00020599999999998397,380
10,7,0.0002469999999999972,336
10,8,0.00017500000000003624,282
10,9,8.900000000000574e-05,124
10,10,0.00011800000000000699,157
10,11,7.599999999996498e-05,88
10,12,0.00012200000000001099,172
10,13,0.00020900000000001473,347
10,14,4.999999999999449e-05,42
10,15,9.999999999998899e-05,123
10,16,0.00018999999999996797,260
10,17,5.699999999997374e-05,44
10,18,0.00017299999999997873,288
10,19,0.00021399999999999197,335
11,0,0.0002850000000000352,493
11,1,0.00010499999999996623,150
11,2,0.000150000000000039,255
11,3,0.00015100000000001224,209
11,4,0.00018800000000002148,237
11,5,8.60000000000305e-05,74
11,6,0.00048200000000003795,474
11,7,0.00015299999999995872,255
11,8,0.00023200000000000998,239
11,9,0.00020200000000003548,310
11,10,0.0004939999999999944,482
11,11,0.00025799999999998047,383
11,12,8.699999999994823e-05,116
11,13,0.00013699999999999823,216
11,14,0.00025200000000003,386
11,15,0.00030400000000002647,498
11,16,0.00013099999999999223,196
11,17,0.00013499999999999623,212
11,18,8.40000000000285e-05,83
11,19,0.00012899999999999023,160
12,0,9.700000000001374e-05,118
12,1,0.00022800000000000598,357
12,2,0.0003210000000000157,273
12,3,0.0003630000000000022,503
12,4,0.000124000000000013,111
12,5,0.00028200000000000447,459
12,6,0.00039000000000000146,586
12,7,0.00010899999999991472,137
12,8,0.00039199999999994795,526
12,9,0.0002620000000000955,432
12,10,0.00014599999999997948,186
12,11,0.00024900000000005473,370
12,12,0.0003689999999999527,576
12,13,0.00021999999999999797,106
12,14,0.00022599999999994846,311
12,15,0.00034999999999996145,542
12,16,0.00019099999999994122,246
12,17,0.0003290000000000237,411
12,18,4.599999999999049e-05,38
12,19,5.500000000002725e-05,47
13,0,0.00042999999999993044,704
13,1,0.0009409999999999696,869
13,2,0.00019000000000002348,267
13,3,0.00034000000000000696,519
13,4,0.00026399999999993096,442
13,5,0.00020600000000003948,180
13,6,0.0003889999999999727,632
13,7,0.00021799999999994046,378
13,8,0.00027200000000005,419
13,9,0.0002289999999999237,336
13,10,0.0003700000000000925,653
13,11,0.0005830000000000002,330
13,12,0.0006059999999999954,562
13,13,0.00011999999999989797,146
13,14,0.0003750000000000142,641
13,15,0.0002629999999999022,388
13,16,0.0003929999999999767,626
13,17,0.00016499999999997073,220
13,18,0.00033100000000008123,434
13,19,0.0004109999999999392,654
14,0,0.0007000000000000339,1030
14,1,0.00038400000000005097,614
14,2,0.0003420000000000645,525
14,3,0.00033399999999994545,613
14,4,0.0003549999999999942,628
14,5,0.00019599999999997397,209
