n,repetition,CPU_time_s,nodes,depth,n_solutions_tree,n_total_solutions,nodes_first_solution,depth_first_solution,q_detect_opt_W_R=n,q_detect_opt_W_R=1,q_binary_search_opt_W_R=n,q_binary_search_est_W_R=n
10,0,0,665,10,2,2,166,10,13994.803362004302,4410.621574385974,139948.03362004302,404755.68001296,150.9692952005997
10,1,0,677,10,1,1,331,10,14120.709257603103,4450.4293681290665,141207.09257603102,404755.68001296,216.67124862880527
10,2,0,669,10,1,1,667,10,14036.897270312775,4423.930433507334,140368.97270312774,404755.68001296,216.67124862880527
10,3,0,683,10,1,1,612,10,14183.243761019376,4470.201012088049,141832.43761019377,404755.68001296,216.67124862880527
10,4,0,659,10,1,1,483,10,13931.4244188689,4390.583038923288,139314.24418868902,404755.68001296,216.67124862880527
10,5,0,635,10,2,2,20,10,13674.976490210052,4309.502180947356,136749.76490210052,404755.68001296,150.9692952005997
10,6,0,647,10,3,3,13,10,13803.795015264244,4350.2305215586875,138037.95015264244,404755.68001296,124.22161529271375
10,7,0,723,10,3,3,164,10,14593.304709357895,4599.851445910693,145933.04709357896,404755.68001296,124.22161529271375
10,8,0,673,10,2,2,214,10,14078.865529343206,4437.199580293095,140788.65529343206,404755.68001296,150.9692952005997
10,9,0,711,10,1,1,138,10,14471.504575493742,4561.341331552415,144715.04575493743,404755.68001296,216.67124862880527
10,10,0,653,10,1,1,260,10,13867.75630151326,4370.453108669978,138677.5630151326,404755.68001296,216.67124862880527
10,11,0,659,10,2,2,360,10,13931.4244188689,4390.583038923288,139314.24418868902,404755.68001296,150.9692952005997
10,12,0,623,10,1,1,415,10,13544.93497399508,4268.387316606922,135449.3497399508,404755.68001296,216.67124862880527
10,13,0,661,10,1,1,487,10,13952.582669065694,4397.2726442231815,139525.82669065695,404755.68001296,216.67124862880527
10,14,0,671,10,1,1,60,10,14057.897035690356,4430.569948732162,140578.97035690356,404755.68001296,216.67124862880527
10,15,0,639,10,2,2,135,10,13718.050181200739,4323.120702822986,137180.5018120074,404755.68001296,150.9692952005997
10,16,0,683,10,1,1,328,10,14183.243761019376,4470.201012088049,141832.43761019377,404755.68001296,216.67124862880527
10,17,0,671,10,2,2,117,10,14057.897035690356,4430.569948732162,140578.97035690356,404755.68001296,150.9692952005997
10,18,0,691,10,1,1,14,10,14266.197392063732,4496.428654842885,142661.97392063733,404755.68001296,216.67124862880527
10,19,0,655,10,1,1,85,10,13889.011382470735,4377.173317709017,138890.11382470734,404755.68001296,216.67124862880527
11,0,0,1083,11,3,3,327,11,18738.858226525666,5634.548664777399,206127.44049178233,667488.0860602041,163.57640052388575
11,1,0,1041,11,1,1,880,11,18371.465942539977,5523.78841588522,202086.12536793973,667488.0860602041,288.1409568328545
11,2,0,1049,11,2,2,458,11,18442.009007696375,5545.055474021827,202862.09908466012,667488.0860602041,202.2898526451104
11,3,0,941,11,1,1,125,11,17465.685571626032,5250.718928875018,192122.54128788636,467060.8670949125,288.1409568328545
