n,repetition,CPU_time_s,nodes,depth,n_solutions_tree,n_total_solutions,nodes_first_solution,depth_first_solution,q_detect_opt_W_R=n,q_detect_opt_W_R=1,q_binary_search_opt_W_R=n,q_binary_search_est_W_R=n
13,7,0,1479,13,1,1,440,13,23812.22115743773,6588.253166989371,309558.87504669046,857806.2980924004,535.2056336348548
13,8,0,1381,13,3,3,451,13,23009.02656427805,6365.506324329622,299117.34533561463,857806.2980924004,299.99909677792004
13,9,0,2031,13,4,4,380,13,27908.177125171922,7724.185978783179,362806.302627235,857806.2980924004,259.8462955840448
13,10,0,1539,13,2,2,969,13,24290.8812340727,6720.9987152965405,315781.45604294515,857806.2980924004,368.26683467442604
13,11,0,1223,13,1,1,150,13,21651.493642312103,5989.0302261447405,281469.41735005734,857806.2980924004,535.2056336348548
13,12,0,1357,13,1,1,60,13,22808.01895319959,6309.761874762217,296504.24639159464,857806.2980924004,535.2056336348548
13,13,0,1727,13,1,1,117,13,25733.143348566115,7120.979941516512,334530.8635313595,857806.2980924004,535.2056336348548
13,14,0,1473,13,3,3,92,13,23763.825393900384,6574.831720697153,308929.730120705,857806.2980924004,299.99909677792004
13,15,0,1287,13,2,2,109,13,22211.369743574083,6144.29662733723,288747.8066664631,857806.2980924004,368.26683467442604
13,16,0,2021,13,3,3,97,13,27839.33084454629,7705.092620490027,361911.3009791018,857806.2980924004,299.99909677792004
13,17,0,1585,13,2,2,629,13,24651.56641960987,6821.0268739420035,320470.36345492833,857806.2980924004,368.26683467442604
13,18,0,1675,13,1,1,1535,13,25342.425436145906,7012.622161691299,329451.5306698968,857806.2980924004,535.2056336348548
13,19,0,1875,13,1,1,788,13,26814.06984177109,7420.754427822665,348582.9079430241,857806.2980924004,535.2056336348548
14,0,0,2669,14,3,3,822,14,33204.69839808525,8857.889486809925,464865.77757319354,1365945.6830964186,410.0058473741502
14,1,0,2245,14,1,1,357,14,30451.34917589173,8122.063316149104,426318.88846248423,1365945.6830964186,736.4834675830049
14,2,0,1833,14,2,2,335,14,27513.447759453873,7336.924239963573,385188.2686323542,958775.336394306,504.81125938588195
14,3,0,2625,14,1,1,642,14,32929.67331238549,8784.389392175668,461015.4263733968,1365945.6830964186,736.4834675830049
14,4,0,3135,14,1,1,2623,14,35988.77385614635,9601.932981247723,503842.8339860489,1365945.6830964186,736.4834675830049
14,5,0,2003,14,1,1,883,14,28762.0484537883,7670.60516797581,402668.6783530362,958775.336394306,736.4834675830049
14,6,0,2241,14,1,1,264,14,30424.188662927012,8114.804765935648,425938.64128097816,1365945.6830964186,736.4834675830049
14,7,0,2777,14,1,1,2516,14,33870.29973207469,9035.770805023203,474184.1962490456,1365945.6830964186,736.4834675830049
14,8,0,2595,14,1,1,1635,14,32740.832602361137,8733.921992827236,458371.65643305593,1365945.6830964186,736.4834675830049
14,9,0,2253,14,1,1,1171,14,30505.59770986499,8136.561045501382,427078.36793810985,1365945.6830964186,736.4834675830049
14,10,0,2031,14,2,2,415,14,28962.541844427375,7724.185978783179,405475.58582198323,958775.336394306,504.81125938588195
14,11,0,2785,14,1,1,1357,14,33919.08430790392,9048.808448657117,474867.18031065486,1365945.6830964186,736.4834675830049
14,12,0,1789,14,2,2,157,14,27180.94627269759,7248.065578474789,380533.24781776627,958775.336394306,504.81125938588195
14,13,0,2179,14,2,2,224,14,30000.058873009566,8001.457686771992,420000.8242221339,1365945.6830964186,504.81125938588195
14,14,0,2849,14,2,2,29,14,34306.86528749678,9152.442702050621,480296.11402495496,1365945.6830964186,504.81125938588195
14,15,0,1967,14,2,2,634,14,28502.200657002002,7601.162271382181,399030.80919802806,958775.336394306,504.81125938588195
14,16,0,2527,14,2,2,26,14,32308.71048807065,8618.438105048315,452321.9468329891,1365945.6830964186,504.81125938588195
14,17,0,2203,14,1,1,1221,14,30164.945034434008,8045.5228673129395,422309.2304820761,1365945.6830964186,736.4834675830049
14,18,0,1529,14,1,1,248,14,25126.588040725994,6699.056503253973,351772.2325701639,958775.336394306,736.4834675830049
14,19,0,1801,14,1,1,1130,14,27272.03019713882,7272.407095787035,381808.4227599435,958775.336394306,736.4834675830049
15,0,0,2723,15,1,1,2202,15,34717.116679367835,8947.27108216,520756.7501905175,1515004.1199615784,1018.9831563404214
15,1,0,3991,15,3,3,455,15,42034.927089201505,10836.650004968034,630523.9063380226,1515004.1199615784,563.6848043032306
15,2,0,4157,15,1,1,3219,15,42900.68245790661,11060.180223993024,643510.2368685991,2153772.9389938936,1018.9831563404214
15,3,0,3217,15,1,1,2113,15,37737.06767448964,9726.98616476792,566056.0151173446,1515004.1199615784,1018.9831563404214
15,4,0,2687,15,1,1,2453,15,34486.7095726846,8887.782970485772,517300.643590269,1515004.1199615784,1018.9831563404214
15,5,0,2695,15,1,1,885,15,34538.043897122494,8901.036820760275,518070.6584568374,1515004.1199615784,1018.9831563404214
15,6,0,3403,15,1,1,2948,15,38813.32637953958,10004.864475462262,582199.8956930938,1515004.1199615784,1018.9831563404214
15,7,0,2369,15,1,1,1455,15,32380.37113938057,8343.95565348947,485705.5670907086,1515004.1199615784,1018.9831563404214
15,8,0,4029,15,2,2,628,15,42234.67750672752,10888.223734235109,633520.1626009129,1515004.1199615784,695.9487945820046
15,9,0,3521,15,1,1,3254,15,39480.915357316255,10177.228987538963,592213.7303597438,1515004.1199615784,1018.9831563404214
15,10,0,3139,15,7,7,1019,15,37276.49237216373,9608.07080802043,559147.385582456,1515004.1199615784,370.45610943016806
15,11,0,1805,15,2,2,706,15,28261.387534775135,7280.502906746378,423920.813021627,1063426.420007875,695.9487945820046
15,12,0,2089,15,1,1,307,15,30405.258984434833,7834.012524869269,456078.8847665225,1515004.1199615784,1018.9831563404214
15,13,0,2975,15,2,2,1456,15,36289.05408168798,9353.125760130995,544335.8112253197,1515004.1199615784,695.9487945820046
15,14,0,2231,15,1,1,676,15,31422.430957884615,8096.630002007637,471336.4643682692,1515004.1199615784,1018.9831563404214
15,15,0,3157,15,1,1,2306,15,37383.282323610096,9635.64276072324,560749.2348541515,1515004.1199615784,1018.9831563404214
15,16,0,3137,15,3,3,360,15,37264.6079429098,9605.002383740179,558969.119143647,1515004.1199615784,563.6848043032306
15,17,0,1935,15,2,2,1750,15,29262.221713671708,7538.899907802526,438933.32570507564,1063426.420007875,695.9487945820046
15,18,0,2031,15,2,2,77,15,29979.876802606323,7724.185978783179,449698.1520390948,1063426.420007875,695.9487945820046
15,19,0,2779,15,1,1,192,15,35072.521226655284,9039.031974438032,526087.8183998293,1515004.1199615784,1018.9831563404214
16,0,0,2375,16,1,1,556,16,33485.40280147056,8354.543311189072,535766.444823529,1669126.447213476,1416.3357787609364
16,1,0,4201,16,1,1,1924,16,44542.37817854281,11118.677344503943,712678.0508566849,2372837.192927164,1416.3357787609364
16,2,0,3319,16,2,2,529,16,39588.84869688106,9880.336589795688,633421.579150097,1669126.447213476,964.288510389305
16,3,0,3879,16,1,1,2975,16,42800.40705867311,10683.1981017446,684806.5129387698,1669126.447213476,1416.3357787609364
16,4,0,3915,16,3,3,283,16,42998.6637795216,10732.760685982943,687978.6204723456,1669126.447213476,779.1233637530053
16,5,0,4719,16,1,1,2657,16,47210.067278180664,11785.580823634997,755361.0764508906,2372837.192927164,1416.3357787609364
16,6,0,3201,16,1,1,2617,16,38878.32221177995,9702.711806895877,622053.1553884792,1669126.447213476,1416.3357787609364
16,7,0,2407,16,1,1,813,16,33710.38673038178,8410.786341590143,539366.1876861085,1669126.447213476,1416.3357787609364
16,8,0,3987,16,1,1,503,16,43392.46128799014,10831.206936244096,694279.3806078422,1669126.447213476,1416.3357787609364
16,9,0,3685,16,1,1,443,16,41715.81574760694,10412.059273312323,667453.051961711,1669126.447213476,1416.3357787609364
16,10,0,2827,16,6,6,123,16,36535.18111582773,9116.950967748824,584562.8978532436,1669126.447213476,548.1052919400894
16,11,0,4181,16,1,1,2021,16,44436.16925617371,11092.125908916541,710978.7080987793,2372837.192927164,1416.3357787609364
16,12,0,4401,16,1,1,3606,16,45590.86789859969,11380.792124932843,729453.886377595,2372837.192927164,1416.3357787609364
16,13,0,4421,16,3,3,62,16,45694.394347429065,11406.673000862495,731110.309558865,2372837.192927164,779.1233637530053
16,14,0,1931,16,1,1,109,16,30191.360668604455,7531.081029485377,483061.7706976713,1171634.5747744893,1416.3357787609364
16,15,0,6367,16,4,4,3585,16,54841.11602581326,13693.299336651175,877457.8564130121,2372837.192927164,671.6633813398583
16,16,0,4163,16,1,1,3230,16,44340.363824516404,11068.175271399308,709445.8211922625,2372837.192927164,1416.3357787609364
16,17,0,4339,16,3,3,1615,16,45268.43209045007,11300.185487617413,724294.9134472011,2372837.192927164,779.1233637530053
16,18,0,5113,16,3,3,3081,16,49142.334424568275,12268.635269736333,786277.3507930924,2372837.192927164,779.1233637530053
16,19,0,3351,16,1,1,1566,16,39779.347659158215,9927.959538432948,636469.5625465314,1669126.447213476,1416.3357787609364
17,0,0,4947,17,2,2,3345,17,49826.00641447634,12067.467813824192,847042.1090460977,2598867.6220485405,1341.8021780079985
17,1,0,5529,17,1,1,670,17,52676.77650882095,12758.864465949155,895505.2006499561,2598867.6220485405,1976.1009698378987
17,2,0,3569,17,2,2,447,17,42317.80318310421,10246.515645119083,719402.6541127716,1828151.7204021844,1341.8021780079985
17,3,0,5679,17,1,1,3270,17,53386.854699485775,12931.07985194739,907576.5298912582,2598867.6220485405,1976.1009698378987
17,4,0,3481,17,3,3,1347,17,41792.553904720655,10119.128536076676,710473.4163802512,1828151.7204021844,1081.8988100509855
17,5,0,6631,17,4,4,4470,17,57690.164720965346,13974.764411567738,980732.8002564108,2598867.6220485405,931.3971968799622
17,6,0,6347,17,1,1,1758,17,56440.74087224988,13671.74050190996,959492.594828248,2598867.6220485405,1976.1009698378987
17,7,0,4985,17,2,2,42,17,50017.09520403378,12113.812477139618,850290.6184685742,2598867.6220485405,1341.8021780079985
17,8,0,6929,17,4,4,3067,17,58972.73744651183,14285.828207908151,1002536.5365907011,2598867.6220485405,931.3971968799622
17,9,0,6105,17,2,2,4776,17,55353.85077946588,13408.136268807608,941015.46325092,2598867.6220485405,1341.8021780079985
17,10,0,4819,17,2,2,4498,17,49176.87878062238,11910.0352994594,836006.9392705804,2598867.6220485405,1341.8021780079985
17,11,0,3591,17,3,3,720,17,42448.10053493204,10278.11628276795,721617.7090938446,1828151.7204021844,1081.8988100509855
17,12,0,3839,17,2,2,430,17,43890.17179484169,10627.858070496954,746132.9205123087,1828151.7204021844,1341.8021780079985
17,13,0,5087,17,2,2,1291,17,50526.44608784859,12237.345121686916,858949.5834934261,2598867.6220485405,1341.8021780079985
17,14,0,6429,17,2,2,244,17,56804.310808472444,13759.917424635036,965673.2837440316,2598867.6220485405,1341.8021780079985
17,15,0,4775,17,1,1,1906,17,48951.75409955679,11855.435978133719,832179.8196924655,2598867.6220485405,1976.1009698378987
17,16,0,4519,17,9,9,174,17,47620.84327640791,11532.651443716732,809554.3356989345,2598867.6220485405,619.8531425949488
17,17,0,4405,17,2,2,185,17,47016.055470875806,11385.972996912267,799272.9430048887,2598867.6220485405,1341.8021780079985
17,18,0,5061,17,1,1,848,17,50397.10018896517,12205.97491213053,856750.7032124079,2598867.6220485405,1976.1009698378987
17,19,0,6571,17,3,3,3540,17,57428.46584842787,13911.294323282329,976283.9194232738,2598867.6220485405,1081.8988100509855
18,0,0,10441,18,1,1,2091,18,74496.17000208533,17541.54947825425,1340931.060037536,4019373.597793829,2765.5378781627746
18,1,0,5909,18,1,1,5023,18,56037.14198873381,13190.784874411434,1008668.5557972086,2831656.06257681,2765.5378781627746
18,2,0,6847,18,2,2,2581,18,60322.83312553443,14200.911886811316,1085810.9962596197,2831656.06257681,1873.7036611400056
18,3,0,10535,18,1,1,3459,18,74830.8647926447,17620.43684604777,1346955.5662676047,4019373.597793829,2765.5378781627746
18,4,0,10497,18,1,1,9933,18,74695.74317551879,17588.58875832453,1344523.3771593382,4019373.597793829,2765.5378781627746
18,5,0,5873,18,1,1,3005,18,55866.11107962739,13150.47336760079,1005589.9994332931,2831656.06257681,2765.5378781627746
18,6,0,5205,18,1,1,1438,18,52591.76551690136,12378.72036303287,946651.7793042245,2831656.06257681,2765.5378781627746
18,7,0,7427,18,2,2,2782,18,62826.78533227028,14791.08861944434,1130882.135980865,2831656.06257681,1873.7036611400056
18,8,0,5085,18,2,2,2493,18,51981.720381695275,12234.93487888867,935670.9668705149,2831656.06257681,1873.7036611400056
18,9,0,8697,18,9,9,4139,18,67988.40680375753,16007.67533123646,1223791.3224676356,4019373.597793829,859.1038878539532
18,10,0,9413,18,1,1,1060,18,70732.63359667339,16654.48675210544,1273187.404740121,4019373.597793829,2765.5378781627746
18,11,0,4831,18,1,1,1552,18,50666.24692827434,11924.882720587902,911992.4447089381,2831656.06257681,2765.5378781627746
18,12,0,8671,18,1,1,4303,18,67886.66958837176,15983.695988684216,1221960.0525906917,4019373.597793829,2765.5378781627746
18,13,0,5645,18,3,3,651,18,54770.51951894092,12892.24562980081,985869.3513409366,2831656.06257681,1508.1817674341296
18,14,0,8305,18,7,7,4242,18,66437.99809602792,15642.245930000709,1195883.9657285025,4019373.597793829,972.9500997902213
18,15,0,10373,18,1,1,2422,18,74253.11024433273,17484.260439856418,1336555.984397989,4019373.597793829,2765.5378781627746
18,16,0,7601,18,1,1,3128,18,63558.74501004,14963.610267270044,1144057.41018072,2831656.06257681,2765.5378781627746
18,17,0,8209,18,2,2,3799,18,66052.76092020483,15551.446047072512,1188949.696563687,4019373.597793829,1873.7036611400056
18,18,0,8403,18,1,1,6702,18,66828.97128579473,15734.39780006304,1202921.4831443052,4019373.597793829,2765.5378781627746
18,19,0,3827,18,1,1,2556,18,45092.59889557711,10611.199903664181,811666.780120388,1991933.4344403339,2765.5378781627746
19,0,0,5309,19,5,5,4006,19,54570.90236914522,12501.999336059109,1036847.1450137591,3071011.971135038,1612.3989007947625
19,1,0,13421,19,3,3,351,19,86779.02680075787,19890.938836674002,1648801.5092143996,4359080.083538608,2109.124835760793
19,2,0,9847,19,1,1,4510,19,74328.45632067799,17034.61358040708,1412240.6700928817,4359080.083538608,3879.7659333880206
19,3,0,10213,19,1,1,5784,19,75697.62069947686,17348.717459285464,1438254.7932900602,4359080.083538608,3879.7659333880206
19,4,0,12343,19,1,1,2834,19,83220.01701569786,19074.454039439177,1581180.3232982592,4359080.083538608,3879.7659333880206
19,5,0,5723,19,4,4,94,19,56659.5797009567,12981.16375558812,1076532.0143181775,3071011.971135038,1811.8108219790156
19,6,0,10815,19,1,1,10180,19,77897.32307878415,17853.35770597531,1480049.1384968988,4359080.083538608,3879.7659333880206
19,7,0,10773,19,3,3,1097,19,77745.87449739328,17818.613426712764,1477171.6154504723,4359080.083538608,2109.124835760793
19,8,0,11757,19,2,2,2989,19,81219.95645453077,18615.613508094524,1543179.1726360845,4359080.083538608,2623.9348018213077
19,9,0,16005,19,1,1,5223,19,94767.5908205419,21723.6252568954,1800584.225590296,4359080.083538608,3879.7659333880206
19,10,0,13229,19,1,1,2926,19,86155.89859181714,19747.98478180415,1636962.0732445256,4359080.083538608,3879.7659333880206
19,11,0,4631,19,1,1,208,19,50965.85398471565,11674.965666100888,968351.2257095973,3071011.971135038,3879.7659333880206
19,12,0,9695,19,1,1,1917,19,73752.37438568223,16902.453035767023,1401295.1133279623,4359080.083538608,3879.7659333880206
19,13,0,11253,19,3,3,2406,19,79459.52056989161,18211.746270222997,1509730.8908279405,4359080.083538608,2109.124835760793
19,14,0,11515,19,3,3,1577,19,80379.47850998542,18422.796745078533,1527210.091689723,4359080.083538608,2109.124835760793
19,15,0,6453,19,2,2,208,19,60166.19106138476,13785.618787839203,1143157.6301663104,3071011.971135038,2623.9348018213077
19,16,0,7043,19,2,2,3486,19,62857.571238842414,14403.052132438263,1194293.8535380058,3071011.971135038,2623.9348018213077
19,17,0,16267,19,6,6,11526,19,95540.29620996155,21900.894637704776,1815265.6279892696,4359080.083538608,1468.959719813507
19,18,0,11129,19,2,2,6130,19,79020.38781301699,18111.003448109033,1501387.3684473229,4359080.083538608,2623.9348018213077
19,19,0,6943,19,2,2,2255,19,62409.571482492094,14300.27580332107,1185781.8581673498,3071011.971135038,2623.9348018213077
20,0,0,19987,20,2,2,8834,20,108656.92969474377,24278.725670960677,2173138.5938948756,6675352.875895636,3682.9233286505505
20,1,0,7923,20,4,4,6101,20,68402.91159705093,15277.744542612203,1368058.2319410187,3316760.0702855242,2538.19932183467
20,2,0,19987,20,4,4,4873,20,108656.92969474377,24278.725670960677,2173138.5938948756,6675352.875895636,2538.19932183467
20,3,0,13267,20,1,1,10098,20,88521.57970158965,19776.359696476648,1770431.594031793,4707856.170320295,5453.3054950843125
20,4,0,12359,20,1,1,5126,20,85437.86779186805,19086.827598669315,1708757.355837361,4707856.170320295,5453.3054950843125
20,5,0,14975,20,2,2,1796,20,94048.70311892417,21012.250914801458,1880974.0623784834,4707856.170320295,3682.9233286505505
20,6,0,15361,20,9,9,2953,20,95253.39822007022,21281.626670124377,1905067.9644014044,4707856.170320295,1667.6648975141443
20,7,0,10589,20,1,1,2943,20,79081.85627154318,17665.59601412676,1581637.1254308636,4707856.170320295,5453.3054950843125
20,8,0,10689,20,5,5,3773,20,79454.5018073542,17748.921093140303,1589090.036147084,4707856.170320295,2257.5273015488965
20,9,0,11125,20,1,1,1389,20,81059.22695221587,18107.74435980048,1621184.5390443176,4707856.170320295,5453.3054950843125
20,10,0,17489,20,4,4,4538,20,101638.860221513,22709.448303005727,2032777.2044302598,6675352.875895636,2538.19932183467
20,11,0,10349,20,10,10,3547,20,78180.26250886184,17463.99596887366,1563605.2501772367,4707856.170320295,1581.4354752937224
20,12,0,5629,20,2,2,1037,20,57652.52252937317,12873.930240011274,1153050.4505874633,3316760.0702855242,3682.9233286505505
20,13,0,9725,20,4,4,3156,20,75785.95341831299,16928.618966426257,1515719.0683662598,4707856.170320295,2538.19932183467
20,14,0,15213,20,2,2,8929,20,94793.30369430469,21178.747262346966,1895866.0738860937,4707856.170320295,3682.9233286505505
20,15,0,24281,20,3,3,5918,20,119763.75533311341,26762.273049302003,2395275.1066622683,6675352.875895636,2957.0688097843085
20,16,0,18589,20,2,2,10493,20,104787.2042239194,23413.4344586989,2095744.084478388,6675352.875895636,3682.9233286505505
20,17,0,15903,20,1,1,8707,20,96919.69957065526,21654.219947821282,1938393.991413105,4707856.170320295,5453.3054950843125
20,18,0,14869,20,1,1,3141,20,93715.17055730685,20937.671402305852,1874303.411146137,4707856.170320295,5453.3054950843125
20,19,0,15573,20,2,2,540,20,95908.60831716495,21428.134897244992,1918172.166343299,4707856.170320295,3682.9233286505505
21,0,0,15259,21,1,1,10310,21,97281.57600657959,21210.776681404444,2042913.0961381714,5065472.072882354,7673.63308823043
21,1,0,23407,21,2,2,17330,21,120492.5376241588,26275.789590370965,2530343.2901073345,7182372.356209799,5178.553973523689
21,2,0,23141,21,2,2,15397,21,119805.80476773728,26125.93301612272,2515921.900122483,7182372.356209799,5178.553973523689
21,3,0,21461,21,1,1,9915,21,115374.16857243345,25158.876247266242,2422857.5400211024,7182372.356209799,7673.63308823043
21,4,0,15101,21,2,2,948,21,96776.4932522163,21100.55951396056,2032306.3582965422,5065472.072882354,5178.553973523689
21,5,0,20859,21,2,2,16699,21,113744.16121206984,24803.181623155244,2388627.385453467,7182372.356209799,5178.553973523689
21,6,0,15197,21,7,7,2178,21,97083.69215736227,21167.595246808527,2038757.5353046076,5065472.072882354,2659.472331527218
