n,repetition,CPU_time_s,nodes,depth,n_solutions_tree,n_total_solutions,nodes_first_solution,depth_first_solution,q_detect_opt_W_R=n,q_detect_opt_W_R=1,q_binary_search_opt_W_R=n,q_binary_search_est_W_R=n
10,0,0.00010199999999999099,60
10,1,0.00022900000000000698,407
10,2,0.00023899999999998922,481
10,3,0.00012899999999999023,196
10,4,0.00022400000000000198,353
10,5,0.00016199999999999548,283
10,6,7.299999999998974e-05,74
10,7,0.000138000000000027,201
10,8,7.499999999999174e-05,81
10,9,0.00010399999999999299,137
10,10,7.80000000000225e-05,108
10,11,6.899999999998574e-05,62
10,12,0.00010100000000001774,172
10,13,0.00020999999999998797,407
10,14,0.00021600000000004949,300
10,15,9.100000000000774e-05,125
10,16,0.00012099999999998223,182
10,17,6.999999999995898e-05,71
10,18,0.00020599999999998397,334
10,19,5.6000000000000494e-05,48
11,0,0.00018200000000001548,312
11,1,0.00020799999999998597,403
11,2,5.500000000002725e-05,51
11,3,0.00026799999999999047,426
11,4,0.00029799999999996496,501
11,5,0.00024399999999996647,472
11,6,0.00029999999999996696,487
11,7,0.00033800000000000496,568
11,8,0.00014900000000001024,259
11,9,0.00021900000000002473,312
11,10,0.00010699999999996823,187
11,11,0.00017399999999995197,268
11,12,9.300000000000974e-05,105
11,13,0.00025399999999997647,450
11,14,0.00019799999999997597,319
11,15,0.0003089999999999482,559
11,16,0.00018899999999999473,255
11,17,0.000156000000000045,244
11,18,0.00016899999999997473,280
11,19,0.0003569999999999962,600
12,0,0.0007169999999999677,605
12,1,0.00018399999999996197,291
12,2,0.0004029999999999312,675
12,3,0.00011999999999989797,160
12,4,0.00023499999999998522,393
12,5,0.0003569999999999407,691
12,6,0.00021899999999996922,366
12,7,0.00011099999999997223,127
12,8,0.00011600000000000499,144
12,9,0.0003549999999999942,619
12,10,0.00018799999999996597,306
12,11,0.0004529999999999257,811
12,12,0.00010399999999999299,98
12,13,0.0002989999999999382,583
12,14,0.00016499999999997073,197
12,15,0.0003069999999999462,515
12,16,0.00017199999999994997,229
12,17,0.0003850000000000797,661
12,18,0.0004870000000000152,862
12,19,9.999999999998899e-05,126
13,0,0.0003570000000000517,569
13,1,0.0005420000000000424,971
13,2,0.00016300000000002424,235
13,3,0.0005560000000000009,1002
13,4,0.0005589999999999762,1005
13,5,8.300000000005525e-05,77
13,6,0.00042200000000003346,672
13,7,0.00016300000000002424,225
13,8,0.00028600000000000847,515
13,9,9.599999999998499e-05,136
13,10,0.00028900000000009474,474
13,11,0.0005109999999999282,914
13,12,0.0006229999999999292,1110
13,13,0.00011200000000000099,171
13,14,0.0005109999999999282,866
13,15,0.00031100000000006123,609
13,16,0.00014999999999998348,202
13,17,0.00038599999999999746,664
13,18,0.00039199999999994795,681
13,19,0.00047199999999991693,839
14,0,0.0007010000000000627,1149
14,1,0.0004750000000000032,699
14,2,0.0004429999999999712,682
14,3,0.0008039999999999159,1588
14,4,0.0005929999999999547,1137
14,5,0.00011099999999997223,117
14,6,0.00037399999999998546,609
14,7,0.0005500000000000504,994
14,8,0.00023600000000001398,341
14,9,8.399999999997299e-05,99
14,10,0.0002929999999999877,466
14,11,0.00047399999999997444,759
14,12,0.0003290000000000237,508
14,13,0.0007989999999999942,1466
14,14,0.00021599999999999397,323
14,15,0.00021599999999999397,321
14,16,0.0006630000000000802,1110
14,17,0.0009450000000000847,1791
14,18,0.0003849999999999687,625
14,19,0.0005239999999999689,962
15,0,0.00034000000000000696,525
15,1,0.0007889999999999286,1456
15,2,3.799999999998249e-05,27
15,3,0.00010300000000007525,103
15,4,0.0011449999999999516,2135
15,5,0.0005300000000001415,883
15,6,0.0008759999999998769,1523
15,7,0.0007470000000000532,1339
15,8,0.0003530000000000477,503
15,9,8.700000000017027e-05,80
15,10,0.0009429999999999161,1759
15,11,0.0001389999999998892,183
15,12,0.00018699999999993722,238
15,13,0.0002380000000001825,351
15,14,0.00042399999999997995,735
15,15,0.000152000000000152,203
15,16,0.0005359999999998699,858
15,17,8.200000000013752e-05,63
15,18,0.00037100000000012123,631
15,19,0.0007029999999998982,1322
16,0,0.0011299999999998533,2090
16,1,0.0011849999999999916,2366
16,2,0.0008250000000000757,1551
16,3,0.00010599999999993948,118
16,4,0.0005419999999998204,904
16,5,0.0009279999999998179,1811
16,6,0.0008150000000000102,1402
16,7,0.0007569999999998966,1336
16,8,0.0004980000000001095,794
16,9,0.0013580000000001924,2466
16,10,9.40000000000385e-05,75
16,11,0.0004980000000001095,869
16,12,0.0008510000000001572,1596
16,13,0.0011030000000000761,2068
16,14,0.0007580000000000364,1324
16,15,0.00034000000000000696,475
16,16,0.0005340000000000344,870
16,17,5.700000000019578e-05,50
16,18,0.00027800000000000047,396
16,19,0.0009099999999999664,1679
17,0,0.0008900000000000574,1653
17,1,0.001312000000000202,2437
17,2,0.0017770000000001396,3507
17,3,0.0011309999999999931,1943
17,4,0.0015599999999997838,2903
17,5,0.0014609999999999346,2669
17,6,0.0005430000000001822,962
17,7,0.0005740000000000745,966
17,8,0.0010950000000000681,2055
17,9,0.0011190000000000921,1836
17,10,0.0004869999999999042,768
17,11,0.0005009999999998627,875
17,12,0.0011190000000000921,2183
17,13,0.0010669999999999291,1864
17,14,0.0005560000000000009,894
17,15,0.0010780000000001344,2022
17,16,0.0004830000000000112,750
17,17,0.0008029999999998871,1507
17,18,0.0012289999999999246,2283
17,19,0.00033100000000008123,476
18,0,0.0005490000000001327,879
18,1,0.0009369999999999656,1663
18,2,0.0022810000000001995,4162
18,3,0.0017620000000000413,3099
