n,time,nodes,depth,n_solutions_tree,n_total_solutions,nodes_first_solution,depth_first_solution,time_detect,time_binary_search,time_grover
23,0,7761,23,12,12,2087,23,0.279153,15.7291,0.000557023
23,0,7831,23,5,5,6573,23,0.280409,15.7291,0.000877846
23,0,2337,23,8,9,520,23,0.152945,11.0509,0.000645934
23,0,3285,23,50,50,42,23,0.181348,11.0509,0.000271383
23,0,3109,23,7,7,392,23,0.176421,11.0509,0.000735952
23,0,3007,23,14,14,2232,23,0.173501,11.0509,0.000514934
23,0,3769,23,47,47,2043,23,0.194255,11.0509,0.000280093
23,0,3735,23,2,2,1174,23,0.193376,11.0509,0.00143859
23,0,3873,23,22,22,672,23,0.196918,11.0509,0.000409492
23,0,4309,23,18,18,1139,23,0.207711,15.7087,0.000453064
23,0,3141,23,11,11,1434,23,0.177327,11.0509,0.000582679
23,0,4323,23,8,8,3930,23,0.208048,15.7087,0.000686739
23,0,2251,23,54,54,1626,23,0.150103,11.0509,0.000261281
23,0,4645,23,8,8,2074,23,0.215661,15.7087,0.000686739
23,0,1735,23,90,90,266,23,0.131598,7.74789,0.000203226
23,0,4963,23,13,13,1623,23,0.222924,15.7087,0.000534732
23,0,8135,23,6,6,7020,23,0.285802,15.7291,0.000797503
23,0,2095,23,74,74,53,23,0.144805,11.0509,0.000223584
23,0,3165,23,6,6,211,23,0.178003,11.0509,0.000797503
23,0,7607,23,83,83,901,23,0.276369,15.7291,0.000211399
24,0,3893,24,16,16,2278,24,0.201674,11.7799,0.00067689
24,0,1503,24,5,7,139,24,0.125114,8.25908,0.00103679
24,0,2993,24,6,6,1243,24,0.176821,11.7799,0.00112379
24,0,6159,24,3,3,5390,24,0.253689,16.7447,0.00162552
24,0,3251,24,21,21,2500,24,0.184289,11.7799,0.000589354
24,0,6939,24,11,11,3992,24,0.26963,16.7665,0.000820238
24,0,3515,24,5,5,2963,24,0.191629,11.7799,0.00123724
24,0,5309,24,7,7,545,24,0.235527,16.7447,0.00103679
24,0,7923,24,178,178,339,24,0.288121,16.7665,0.000203498
24,0,3757,24,3,3,1703,24,0.198118,11.7799,0.00162552
24,0,6799,24,10,10,5319,24,0.266896,16.7665,0.000861491
24,0,11183,24,26,26,146,24,0.342318,23.7979,0.000528839
24,0,3577,24,2,2,1293,24,0.193312,11.7799,0.00202958
24,0,5375,24,4,4,2025,24,0.236987,16.7447,0.00139267
24,0,8021,24,25,25,2014,24,0.289897,16.7665,0.000539395
24,0,5675,24,2,2,5559,24,0.243514,16.7447,0.00202958
24,0,2625,24,2,2,647,24,0.165589,11.7799,0.00202958
24,0,3273,24,1,1,2160,24,0.184911,11.7799,0.00301477
24,0,8583,24,125,125,33,24,0.299885,23.7979,0.00024198
24,0,7179,24,10,10,1997,24,0.274255,16.7665,0.000861491
24,0,5207,24,14,14,525,24,0.233253,16.7447,0.000724593
24,0,4861,24,1,1,2300,24,0.225367,16.7447,0.00301477
24,0,1905,24,4,4,327,24,0.14105,8.26985,0.00139267
24,0,9221,24,22,22,1801,24,0.310834,23.7979,0.000575652
24,0,6765,24,3,3,3930,24,0.266227,16.7665,0.00162552
24,0,6137,24,3,3,2963,24,0.253235,16.7447,0.00162552
24,0,5461,24,28,28,2794,24,0.238876,16.7447,0.000509478
24,0,5367,24,10,10,430,24,0.236811,16.7447,0.000861491
24,0,5253,24,13,13,3103,24,0.234281,16.7447,0.000752582
24,0,10911,24,46,46,892,24,0.338128,23.7979,0.000397185
25,0,2399,25,1,1,663,25,0.161562,12.5242,0.00425742
25,0,5951,25,1,1,4571,25,0.254511,17.8026,0.00425742
25,0,20071,25,15,15,13388,25,0.46809,35.8739,0.0009854
25,0,3445,25,4,6,3129,25,0.193624,12.5242,0.00158498
25,0,3999,25,18,18,3504,25,0.208619,12.5242,0.000897486
25,0,7839,25,31,34,207,25,0.2925,17.8258,0.0006498
25,0,4829,25,41,41,394,25,0.229257,17.8026,0.00059145
25,0,10843,25,11,11,2847,25,0.344025,25.3012,0.00115564
25,0,9881,25,55,61,1321,25,0.328406,25.3012,0.00048464
25,0,4653,25,6,6,2933,25,0.225039,17.8026,0.00158498
25,0,7579,25,50,63,264,25,0.287607,17.8258,0.000476915
25,0,4185,25,15,15,369,25,0.213418,17.8026,0.0009854
25,0,3697,25,16,16,221,25,0.200584,12.5242,0.000953106
25,0,12367,25,1,1,1112,25,0.367413,25.3012,0.00425742
25,0,13089,25,32,32,1733,25,0.377988,25.3012,0.000670246
25,0,6249,25,11,11,3330,25,0.261147,17.8258,0.00115564
25,0,11369,25,12,12,358,25,0.352273,25.3012,0.00110497
25,0,4871,25,7,7,2434,25,0.230253,17.8026,0.00146197
25,0,6799,25,4,4,1081,25,0.272401,17.8258,0.00196498
25,0,16707,25,34,34,8424,25,0.427057,35.8739,0.0006498
25,0,11207,25,15,15,192,25,0.349753,25.3012,0.0009854
25,0,8261,25,34,34,135,25,0.300272,25.3012,0.0006498
25,0,6987,25,4,4,4495,25,0.276143,17.8258,0.00196498
25,0,2909,25,6,6,694,25,0.177918,12.5242,0.00158498
25,0,8655,25,6,6,3286,25,0.307352,25.3012,0.00158498
25,0,6835,25,21,21,798,25,0.273121,17.8258,0.000829767
25,0,4665,25,199,231,744,25,0.225329,17.8026,0.000250615
25,0,6763,25,29,29,805,25,0.271679,17.8258,0.000704363
25,0,16855,25,40,40,4378,25,0.428945,35.8739,0.000598824
25,0,7115,25,2,2,2664,25,0.278661,17.8258,0.00286509
26,0,18945,26,17,17,544,26,0.463776,38.0483,0.00130281
26,0,28311,26,285,285,10719,26,0.567699,38.0978,0.000316767
26,0,19301,26,17,17,3947,26,0.468114,38.0483,0.00130281
26,0,9009,26,3,3,6752,26,0.319788,26.8349,0.00323915
26,0,8959,26,3,3,2749,26,0.318899,26.8349,0.00323915
26,0,10479,26,66,66,2289,26,0.344899,26.8349,0.000655241
26,0,9195,26,14,14,7425,26,0.323073,26.8349,0.00143957
26,0,3173,26,3,3,2018,26,0.189501,13.2836,0.00323915
26,0,5971,26,4,4,3573,26,0.260327,18.9065,0.00277407
26,0,8611,26,68,69,269,26,0.312642,26.8349,0.000640835
26,0,4919,25,2,4,4748,25,0.235969,18.8819,0.00277407
26,0,4541,26,63,63,224,26,0.226718,18.8819,0.000670964
26,0,6567,26,62,62,2290,26,0.273015,18.9065,0.000676359
26,0,7531,26,26,26,1312,26,0.292374,18.9065,0.00104884
26,0,11019,26,4,4,2637,26,0.353676,26.8349,0.00277407
26,0,16911,26,38,38,11455,26,0.438168,38.0483,0.000865312
26,0,13653,26,21,21,4125,26,0.393695,26.8349,0.00116952
26,0,9437,26,56,56,7014,26,0.327298,26.8349,0.000711742
26,0,4059,26,38,38,2167,26,0.214343,13.2836,0.000865312
26,0,5309,26,2,2,2237,26,0.245148,18.8819,0.00404639
26,0,19171,26,101,101,323,26,0.466534,38.0483,0.000529702
26,0,7785,26,20,20,598,26,0.297265,18.9065,0.00119898
26,0,6761,26,1,1,2156,26,0.27702,18.9065,0.00601449
26,0,6481,26,24,24,3853,26,0.271221,18.9065,0.00109237
26,0,13153,26,255,255,214,26,0.386417,26.8349,0.000334808
26,0,11133,26,2,2,984,26,0.355502,26.8349,0.00404639
26,0,8409,26,65,65,3185,26,0.308952,26.8349,0.000660265
26,0,4693,26,5,10,638,24,0.230482,18.8819,0.00171293
26,0,4295,26,28,28,924,26,0.220489,18.8819,0.00101013
26,0,10547,26,9,12,2597,26,0.346017,26.8349,0.00155851
27,0,8579,27,15,15,808,27,0.318007,28.3985,0.00196031
27,0,11463,27,24,24,6766,27,0.367607,28.3985,0.00154079
27,0,39031,27,5,5,9269,27,0.679284,57.122,0.00347843
27,0,30927,27,245,245,14469,27,0.604656,40.3174,0.000479672
27,0,3875,27,2,2,3800,27,0.213418,14.0578,0.00571672
27,0,12779,27,36,36,6312,27,0.38814,28.3985,0.00125369
27,0,13541,27,16,16,1493,27,0.399547,28.3985,0.00189634
27,0,23063,27,30,43,5462,27,0.52214,40.3174,0.00114595
27,0,10105,27,4,4,3643,27,0.34514,28.3985,0.00391804
27,0,16445,27,21,21,5015,27,0.44032,40.265,0.00164945
27,0,17991,27,18,18,7410,27,0.460557,40.265,0.00178514
27,0,15193,27,3,3,9281,27,0.423224,28.3985,0.0045755
27,0,13635,27,7,7,13229,27,0.400932,28.3985,0.00291247
27,0,11061,27,10,10,1484,27,0.361102,28.3985,0.00241788
27,0,10695,27,1,1,9862,27,0.355076,28.3985,0.00849903
27,0,4439,27,22,38,34,26,0.228428,19.9822,0.00121985
27,0,8103,27,26,28,5815,26,0.309056,20.0082,0.0014245
27,0,11925,27,20,28,5494,27,0.374943,28.3985,0.0014245
27,0,14475,27,14,14,833,27,0.4131,28.3985,0.00203148
27,0,13863,27,4,4,11836,27,0.404271,28.3985,0.00391804
27,0,19139,27,20,20,182,27,0.475644,40.3174,0.00169141
27,0,9367,27,110,110,7611,27,0.332295,28.3985,0.000714537
27,0,7881,27,5,5,7554,27,0.304792,20.0082,0.00347843
27,0,7073,26,2,4,5448,26,0.288741,20.0082,0.00391804
27,0,13255,27,5,5,6363,27,0.395304,28.3985,0.00347843
27,0,35193,27,107,107,16328,27,0.645018,57.122,0.000724464
27,0,5047,27,87,87,2142,27,0.243575,19.9822,0.000803683
27,0,15875,27,26,26,576,27,0.43262,28.3985,0.00147923
27,0,10551,27,32,32,7140,27,0.352677,28.3985,0.00133082
27,0,26263,27,20,20,264,27,0.557194,40.3174,0.00169141
28,0,15139,28,28,28,6954,28,0.430225,29.9912,0.00201027
28,0,15323,28,7,7,997,28,0.432832,29.9912,0.00411395
28,0,4233,28,18,18,128,28,0.227157,21.1031,0.00252011
28,0,16351,28,19,20,948,28,0.447118,29.9912,0.00238757
28,0,12075,28,4,4,8212,28,0.38422,29.9912,0.00553559
28,0,10541,28,2,2,710,28,0.35898,29.9912,0.00807865
28,0,15577,28,32,32,3860,28,0.436405,29.9912,0.00187791
28,0,17491,28,22,22,2335,28,0.462445,42.5232,0.0022736
28,0,15403,28,48,48,787,28,0.43396,29.9912,0.00152872
28,0,9969,28,18,18,7145,28,0.349102,29.9912,0.00252011
28,0,13565,28,16,16,386,28,0.407241,29.9912,0.00267736
28,0,12495,28,8,8,9632,28,0.390846,29.9912,0.00383591
28,0,7399,28,20,20,1056,28,0.300743,21.1305,0.00238757
28,0,17065,28,236,236,5991,28,0.456778,42.5232,0.000687581
28,0,21921,28,103,103,1534,28,0.51839,42.5785,0.00104051
28,0,11203,28,126,126,562,28,0.370083,29.9912,0.000940385
28,0,12985,28,68,68,6436,28,0.398438,29.9912,0.00128211
28,0,18601,28,19,19,1355,28,0.477516,42.5785,0.00245117
28,0,21705,28,25,25,14984,28,0.515829,42.5785,0.00212985
28,0,18773,28,46,46,2394,28,0.479719,42.5785,0.00156198
28,0,6853,28,2,2,3841,28,0.28943,21.1305,0.00807865
28,0,13239,28,4,4,10152,28,0.402317,29.9912,0.00553559
28,0,14293,28,1,1,1082,28,0.418028,29.9912,0.0120124
28,0,25073,28,273,273,4691,28,0.554414,42.5785,0.000639354
28,0,5889,28,19,19,1727,28,0.268296,21.1305,0.00245117
28,0,9721,28,50,50,2082,28,0.344731,29.9912,0.0014975
28,0,33303,28,47,47,476,28,0.638972,60.3254,0.00154508
28,0,19235,28,62,62,827,28,0.485587,42.5785,0.00134317
28,0,8317,28,28,28,788,28,0.318859,29.9912,0.00201027
28,0,17427,28,216,216,635,28,0.461598,42.5232,0.000718514
29,0,23445,29,11,14,9357,28,0.545601,44.8803,0.00405125
29,0,6441,29,17,17,4777,29,0.285561,22.2731,0.00366543
29,0,14235,29,4,4,3527,29,0.424565,31.6128,0.00782289
29,0,30427,29,31,31,19923,29,0.621567,44.8803,0.0026946
29,0,4927,29,1,1,178,29,0.249418,22.2442,0.0169807
29,0,30841,29,28,28,11064,29,0.625782,44.8803,0.00283813
29,0,9677,29,8,8,600,29,0.350039,31.6128,0.00541967
29,0,7099,29,64,64,2830,29,0.299796,22.2731,0.00186529
29,0,13227,29,101,101,319,29,0.409254,31.6128,0.00148209
29,0,15481,29,15,15,2809,29,0.44276,31.6128,0.00390953
29,0,22007,29,19,19,3362,29,0.528601,44.8803,0.00346178
29,0,22387,29,186,186,5314,29,0.533146,44.8803,0.00109094
29,0,22189,29,4,4,11574,29,0.530783,44.8803,0.00782289
29,0,16463,29,6,6,11629,29,0.45659,44.822,0.00630488
29,0,17385,29,4,4,3840,29,0.469204,44.822,0.00782289
29,0,27111,29,22,22,4310,29,0.586715,44.8803,0.00321079
29,0,11053,29,10,10,9114,29,0.374105,31.6128,0.00482357
29,0,3991,29,1,1,3271,29,0.224471,15.6494,0.0169807
29,0,21247,29,44,44,1966,29,0.519392,44.8803,0.00225498
29,0,12407,29,24,24,1889,29,0.396362,31.6128,0.00307095
29,0,57681,29,574,638,1883,29,0.855838,63.5864,0.000590639
29,0,7929,29,8,8,1185,29,0.316843,22.2731,0.00541967
29,0,25515,29,96,121,7274,29,0.569181,44.8803,0.0013533
29,0,53961,29,634,634,10682,29,0.827778,63.5864,0.000592478
29,0,29171,29,137,137,5695,29,0.608601,44.8803,0.0012716
29,0,22595,29,74,137,2141,28,0.535617,44.8803,0.0012716
29,0,10953,29,48,48,510,29,0.372408,31.6128,0.0021577
29,0,10843,29,8,8,8323,29,0.370533,31.6128,0.00541967
29,0,12095,29,2,2,8400,29,0.391346,31.6128,0.0114186
29,0,19151,29,8,8,6835,29,0.493103,44.8803,0.00541967
30,0,20179,30,12,12,8378,30,0.514822,47.2222,0.00664308
30,0,9689,30,14,20,1118,30,0.356245,33.2625,0.00510351
30,0,58825,30,13,13,17722,30,0.880203,66.9911,0.0063729
30,0,14767,30,35,46,9360,29,0.439821,33.2625,0.00333588
30,0,27155,30,28,28,13133,30,0.597231,47.2222,0.00429543
30,0,14387,30,14,24,13962,30,0.434124,33.2625,0.00464806
30,0,10755,30,20,28,6868,30,0.375336,33.2625,0.00429543
30,0,11331,30,8,8,5561,30,0.385258,33.2625,0.00820628
30,0,28865,30,2,2,2128,30,0.615751,47.2222,0.0172948
30,0,35731,30,19,19,9570,30,0.685091,66.9043,0.00523977
30,0,13475,30,8,8,3071,30,0.420137,33.2625,0.00820628
30,0,41717,30,225,225,17388,30,0.740264,66.9043,0.00149898
30,0,21215,30,8,8,11314,30,0.527874,47.2222,0.00820628
30,0,12981,30,1,1,11229,30,0.412362,33.2625,0.0257214
30,0,15893,30,19,19,325,30,0.456285,33.2625,0.00523977
30,0,13025,30,53,53,2084,30,0.41306,33.2625,0.00310467
30,0,36781,30,47,47,4907,30,0.695086,66.9043,0.00329967
30,0,38557,30,102,102,361,30,0.711671,66.9043,0.00223014
30,0,29297,30,34,34,5620,30,0.620342,47.2222,0.00389041
30,0,24543,30,12,18,19809,29,0.567777,47.2222,0.0053878
30,0,9371,30,1,1,1497,30,0.350349,33.2625,0.0257214
30,0,10607,30,5,5,4207,30,0.372744,33.2625,0.010516
30,0,15219,30,8,8,404,30,0.446503,33.2625,0.00820628
30,0,15075,30,22,41,7896,29,0.444385,33.2625,0.00353664
30,0,23275,30,148,148,1149,30,0.552913,47.2222,0.00184933
30,0,12483,30,56,56,396,30,0.404373,33.2625,0.00301897
30,0,10573,30,22,22,2738,30,0.372146,33.2625,0.00485994
30,0,14389,30,25,31,5628,30,0.434155,33.2625,0.00407797
30,0,50631,30,94,94,3465,30,0.815536,66.9043,0.00232379
30,0,47713,30,11,11,13958,30,0.791683,66.9043,0.00695
