n,repetition,CPU_time_s,nodes,depth,n_solutions_tree,n_total_solutions,nodes_first_solution,depth_first_solution,q_detect_opt_W_R=n,q_detect_opt_W_R=1,q_binary_search_opt_W_R=n,q_binary_search_est_W_R=n
10,0,0,311,10,3,3,23,10,9563.482529898767,3009.6859192610577,95634.82529898768,281985.22061076347,124.22161529271375
10,1,0,311,10,1,1,185,10,9563.482529898767,3009.6859192610577,95634.82529898768,281985.22061076347,216.67124862880527
10,2,0,281,10,2,2,101,10,9089.430857163336,2859.8386649164263,90894.30857163336,281985.22061076347,150.9692952005997
10,3,0,355,10,2,2,168,10,10219.145723005462,3216.949699672326,102191.45723005463,281985.22061076347,150.9692952005997
10,4,0,269,10,1,1,90,10,8892.755473250381,2797.671679078986,88927.5547325038,281985.22061076347,216.67124862880527
10,5,0,277,10,1,1,212,10,9024.347454953475,2839.266366420878,90243.47454953475,281985.22061076347,216.67124862880527
10,6,0,333,10,1,1,103,10,9896.732766242578,3115.0294725584604,98967.32766242579,281985.22061076347,216.67124862880527
10,7,0,257,10,2,2,79,10,8691.642573910041,2734.1033122426506,86916.4257391004,281985.22061076347,150.9692952005997
10,8,0,261,10,2,2,43,10,8759.19194432318,2755.4543706838804,87591.9194432318,281985.22061076347,150.9692952005997
10,9,0,283,10,1,1,142,10,9121.798860803194,2870.069956937372,91217.98860803194,281985.22061076347,216.67124862880527
10,10,0,329,10,3,3,165,10,9836.979614468646,3096.140739859711,98369.79614468646,281985.22061076347,124.22161529271375
10,11,0,289,10,1,1,34,10,9218.222670103874,2900.549007477563,92182.22670103874,281985.22061076347,216.67124862880527
10,12,0,259,10,3,3,62,10,8725.482455201596,2744.799429542517,87254.82455201595,281985.22061076347,124.22161529271375
10,13,0,277,10,2,2,184,10,9024.347454953475,2839.266366420878,90243.47454953475,281985.22061076347,150.9692952005997
10,14,0,307,10,2,2,175,10,9501.638950643997,2990.1368819373847,95016.38950643997,281985.22061076347,150.9692952005997
10,15,0,285,10,1,1,57,10,9154.052701304061,2880.2651934554797,91540.52701304061,281985.22061076347,216.67124862880527
10,16,0,351,10,5,5,19,10,10161.284405659031,3198.6585853894944,101612.84405659031,281985.22061076347,96.39500722500266
10,17,0,261,10,2,2,151,10,8759.19194432318,2755.4543706838804,87591.9194432318,281985.22061076347,150.9692952005997
10,18,0,253,10,2,2,172,10,8623.565505163066,2712.5856153274476,86235.65505163066,195238.4880025406,150.9692952005997
10,19,0,243,10,1,1,137,10,8450.980448717832,2658.03592288579,84509.80448717832,195238.4880025406,216.67124862880527
10,20,0,259,10,4,4,64,10,8725.482455201596,2744.799429542517,87254.82455201595,281985.22061076347,107.95606685338727
10,21,0,335,10,5,5,59,10,9926.474771646574,3124.431330218662,99264.74771646573,281985.22061076347,96.39500722500266
10,22,0,275,10,1,1,255,10,8991.629548278082,2828.9245685234564,89916.29548278083,281985.22061076347,216.67124862880527
10,23,0,285,10,2,2,62,10,9154.052701304061,2880.2651934554797,91540.52701304061,281985.22061076347,150.9692952005997
10,24,0,283,10,2,2,192,10,9121.798860803194,2870.069956937372,91217.98860803194,281985.22061076347,150.9692952005997
10,25,0,263,10,5,5,17,10,8792.772537044022,2766.06860757652,87927.72537044022,281985.22061076347,96.39500722500266
10,26,0,289,10,2,2,114,10,9218.222670103874,2900.549007477563,92182.22670103874,281985.22061076347,150.9692952005997
10,27,0,271,10,2,2,223,10,8925.834881522786,2808.1276426460777,89258.34881522786,281985.22061076347,150.9692952005997
10,28,0,271,10,5,5,233,10,8925.834881522786,2808.1276426460777,89258.34881522786,281985.22061076347,96.39500722500266
10,29,0,345,10,2,2,119,10,10073.870734116366,3171.0255192193445,100738.70734116367,281985.22061076347,150.9692952005997
11,0,0,419,11,2,2,60,11,11647.148055595258,3496.7037241640196,128118.62861154784,325409.8371753333,202.2898526451104
11,1,0,337,11,4,4,55,11,10443.160094480823,3133.805186614864,114874.76103928906,325409.8371753333,144.34056196408565
11,2,0,325,11,2,2,38,11,10255.143636315623,3077.136922695452,112806.57999947185,325409.8371753333,202.2898526451104
11,3,0,471,11,1,1,166,11,12350.096939299645,3708.5927576039808,135851.0663322961,325409.8371753333,288.1409568328545
11,4,0,383,11,2,2,203,11,11134.577877649406,3342.2049217777917,122480.35665414347,325409.8371753333,202.2898526451104
11,5,0,511,11,1,1,426,11,12864.762784305554,3863.731874535727,141512.3906273611,325409.8371753333,288.1409568328545
11,6,0,367,11,3,3,73,11,10899.050329939028,3271.21373064737,119889.5536293293,325409.8371753333,163.57640052388575
11,7,0,327,11,5,5,180,11,10286.717828073499,3086.6533484065567,113153.89610880849,325409.8371753333,129.139409642573
11,8,0,345,11,3,3,168,11,10566.650016235075,3171.0255192193445,116233.15017858583,325409.8371753333,163.57640052388575
11,9,0,447,11,1,1,136,11,12030.754055901883,3612.332779133808,132338.2946149207,325409.8371753333,288.1409568328545
11,10,0,433,11,2,2,65,11,11840.501643268843,3554.9853773414734,130245.51807595727,325409.8371753333,202.2898526451104
11,11,0,349,11,2,2,21,11,10627.858070496954,3189.4739739050574,116906.4387754665,325409.8371753333,202.2898526451104
11,12,0,425,11,2,2,192,11,11730.403375056847,3521.798912390305,129034.43712562532,325409.8371753333,202.2898526451104
11,13,0,495,11,4,4,52,11,12661.402583426674,3802.431296227941,139275.42841769342,325409.8371753333,144.34056196408565
11,14,0,409,11,1,1,173,11,11507.0533481293,3454.4759908461874,126577.5868294223,325409.8371753333,288.1409568328545
11,15,0,365,11,1,1,231,11,10869.251297319577,3262.2319697989624,119561.76427051536,325409.8371753333,288.1409568328545
11,16,0,441,11,1,1,349,11,11949.587505751953,3587.8668476773423,131445.4625632715,325409.8371753333,288.1409568328545
11,17,0,381,11,2,2,67,11,11105.409545395525,3333.4131387183247,122159.50499935077,325409.8371753333,202.2898526451104
11,18,0,321,11,1,1,287,11,10191.702464448628,3058.0158915310185,112108.72710893491,325409.8371753333,288.1409568328545
11,19,0,439,11,3,3,34,11,11922.40943195864,3579.6746153182944,131146.50375154504,325409.8371753333,163.57640052388575
11,20,0,443,11,1,1,335,11,11976.7040242103,3596.0405357569284,131743.7442663133,325409.8371753333,288.1409568328545
11,21,0,429,11,1,1,309,11,11785.580823634997,3538.4308002369557,129641.38905998497,325409.8371753333,288.1409568328545
11,22,0,361,11,3,3,213,11,10809.407311047606,3244.194374351824,118903.48042152367,325409.8371753333,163.57640052388575
11,23,0,325,11,3,3,19,11,10255.143636315623,3077.136922695452,112806.57999947185,325409.8371753333,163.57640052388575
11,24,0,395,11,2,2,129,11,11308.0111909917,3394.4806820721524,124388.12310090869,325409.8371753333,202.2898526451104
11,25,0,355,11,2,2,65,11,10719.016239754703,3216.949699672326,117909.17863730172,325409.8371753333,202.2898526451104
11,26,0,415,11,4,4,345,11,11591.312957208936,3479.873718863,127504.4425292983,325409.8371753333,144.34056196408565
11,27,0,509,11,5,5,445,11,12839.51859080369,3856.1222791677433,141234.70449884058,325409.8371753333,129.139409642573
11,28,0,425,11,3,3,38,11,11730.403375056847,3521.798912390305,129034.43712562532,325409.8371753333,163.57640052388575
11,29,0,447,11,1,1,300,11,12030.754055901883,3612.332779133808,132338.2946149207,325409.8371753333,288.1409568328545
12,0,0,635,12,2,2,288,12,14982.328716063192,4309.502180947356,179787.94459275831,532276.1604657004,270.32565698837067
12,1,0,809,12,8,8,320,12,16913.796568909747,4866.973499540371,202965.55882691697,532276.1604657004,140.24468123859666
12,2,0,547,12,4,4,367,12,13903.870637748108,3998.2429427813227,166846.4476529773,532276.1604657004,193.93235222394148
